er30001,er30002,sex,er32022,er32049,er30733,er30734,er30735,age,education,earnings,hours,id,lnearns,aveearnings,edcat,aveearnsbyed,d1,d2,d3,eddummy1,eddummy2,eddummy3,eddummy4,d1education,aveage,agedemean,agesqdemean
1605,1,male,2,1,1152,1,10,44,16,99000,2490,946.0,11.502875,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,5.620046620046622,31.584924011497463
1611,170,male,1,1,1433,1,10,39,15,17000,2500,947.0,9.740969,28706.646,3,35961.016,1.0,1.0,1,0,0,1,0,15.0,38.37995337995338,0.6200466200466224,0.3844578110312405
1611,172,male,2,1,1250,1,10,37,12,34000,2700,948.0,10.434115,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-1.3799533799533776,1.904271330844751
1612,3,male,1,4,7552,1,10,31,14,29000,2196,949.0,10.275051,28706.646,3,30879.586,1.0,1.0,1,0,0,1,0,14.0,38.37995337995338,-7.379953379953378,54.46371189028528
1613,4,male,4,1,8365,1,10,39,12,38000,2000,950.0,10.5453415,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,0.6200466200466224,0.3844578110312405
1613,6,male,2,1,6323,1,10,33,12,56000,1949,951.0,10.933107,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-5.379953379953378,28.94389837047177
1613,171,male,2,1,5625,1,10,39,14,45000,2520,952.0,10.714417,28706.646,3,30879.586,1.0,1.0,1,0,0,1,0,14.0,38.37995337995338,0.6200466200466224,0.3844578110312405
1613,175,male,3,1,5698,1,10,30,16,22000,2028,953.0,9.998797,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,-8.379953379953378,70.22361865019204
1620,170,male,99,1,2136,1,10,46,17,78000,2530,954.0,11.264464,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,7.620046620046622,58.06511049168395
1621,1,male,2,1,6846,1,10,47,12,14805,1610,955.0,9.60272,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,8.620046620046622,74.3052037317772
1621,171,male,2,1,5513,1,10,30,16,54000,1952,956.0,10.896739,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,-8.379953379953378,70.22361865019204
1624,2,male,3,1,6369,1,10,40,12,32365,1944,957.0,10.384833,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,1.6200466200466224,2.6245510511244854
1624,21,male,3,1,7669,1,10,43,16,25580,4160,958.0,10.149566,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,4.620046620046622,21.34483077140422
1624,177,male,2,1,6370,1,10,31,13,14558,1476,959.0,9.585896,28706.646,3,25369.125,1.0,1.0,1,0,0,1,0,13.0,38.37995337995338,-7.379953379953378,54.46371189028528
1628,170,male,2,1,3786,1,10,35,12,44156,2120,960.0,10.695484,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-3.3799533799533776,11.42408485065826
1628,171,male,4,4,3698,1,10,39,12,43221,2450,961.0,10.674082,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,0.6200466200466224,0.3844578110312405
1630,3,male,99,1,602,1,10,37,16,57034,2162,962.0,10.951403,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,-1.3799533799533776,1.904271330844751
1630,5,male,3,1,595,1,10,32,16,60000,2040,963.0,11.0021,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,-6.379953379953378,40.70380513037853
1630,171,male,2,1,197,1,10,35,16,53000,2450,964.0,10.878047,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,-3.3799533799533776,11.42408485065826
1632,1,male,2,1,2868,1,10,46,17,77000,2041,965.0,11.251561,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,7.620046620046622,58.06511049168395
1634,3,male,2,1,6310,1,10,42,16,88000,3000,966.0,11.385092,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,3.6200466200466224,13.104737531310974
1634,4,male,99,1,5499,1,10,36,12,27500,2232,967.0,10.221941,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-2.3799533799533776,5.6641780907515065
1634,5,male,2,2,6341,1,10,33,12,18032,2254,968.0,9.799903,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-5.379953379953378,28.94389837047177
1635,3,male,1,1,1443,1,10,43,17,40000,2008,969.0,10.596635,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,4.620046620046622,21.34483077140422
1635,4,male,1,1,9442,1,10,41,12,39000,2550,970.0,10.571317,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,2.6200466200466224,6.86464429121773
1644,171,male,3,1,4132,1,10,32,15,7325,2550,971.0,8.899049,28706.646,3,35961.016,1.0,1.0,1,0,0,1,0,15.0,38.37995337995338,-6.379953379953378,40.70380513037853
1648,1,male,3,1,584,1,10,48,12,0,0,972.0,,28706.646,2,23669.322,0.0,0.0,0,0,1,0,0,0.0,38.37995337995338,9.620046620046622,92.54529697187044
1652,170,male,3,4,6912,2,50,39,16,50000,3250,973.0,10.819778,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,0.6200466200466224,0.3844578110312405
1652,171,male,2,1,2954,1,10,40,12,25000,3060,974.0,10.126631,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,1.6200466200466224,2.6245510511244854
1654,4,male,2,1,7362,1,10,35,12,21800,2040,975.0,9.989665,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-3.3799533799533776,11.42408485065826
1654,171,male,99,1,5552,1,10,38,16,40000,2230,976.0,10.596635,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,-0.37995337995337763,0.14436457093799576
1654,172,male,1,1,7027,1,10,37,15,28000,2132,977.0,10.23996,28706.646,3,35961.016,1.0,1.0,1,0,0,1,0,15.0,38.37995337995338,-1.3799533799533776,1.904271330844751
1655,171,male,4,1,396,1,10,45,9,31450,3000,978.0,10.356154,28706.646,1,15274.12,1.0,1.0,1,1,0,0,0,9.0,38.37995337995338,6.620046620046622,43.82501725159071
1658,1,male,2,4,7856,1,10,48,12,49500,1950,979.0,10.809728,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,9.620046620046622,92.54529697187044
1659,4,male,99,1,4904,1,10,38,16,62000,2330,980.0,11.034889,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,-0.37995337995337763,0.14436457093799576
1663,170,male,3,1,2407,1,10,39,16,36500,3000,981.0,10.505068,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,0.6200466200466224,0.3844578110312405
1663,171,male,2,1,2917,1,10,38,16,75000,3000,982.0,11.225244,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,-0.37995337995337763,0.14436457093799576
1663,173,male,6,1,2668,1,10,39,14,46000,1920,983.0,10.736397,28706.646,3,30879.586,1.0,1.0,1,0,0,1,0,14.0,38.37995337995338,0.6200466200466224,0.3844578110312405
1663,174,male,1,1,3711,1,10,42,15,115000,2183,984.0,11.652687,28706.646,3,35961.016,1.0,1.0,1,0,0,1,0,15.0,38.37995337995338,3.6200466200466224,13.104737531310974
1663,176,male,1,1,231,1,10,31,16,32000,1984,985.0,10.373491,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,-7.379953379953378,54.46371189028528
1663,178,male,3,1,1403,1,10,37,12,47000,2450,986.0,10.757903,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-1.3799533799533776,1.904271330844751
1663,179,male,3,1,4883,1,10,33,16,50000,2988,987.0,10.819778,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,-5.379953379953378,28.94389837047177
1666,3,male,99,2,3458,2,98,50,12,0,0,988.0,,28706.646,2,23669.322,0.0,0.0,0,0,1,0,0,0.0,38.37995337995338,11.620046620046622,135.02548345205693
1668,21,male,2,1,2458,1,10,40,16,11963,3927,989.0,9.389574,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,1.6200466200466224,2.6245510511244854
1670,172,male,1,1,790,1,10,30,12,10830,2072,990.0,9.290075,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-8.379953379953378,70.22361865019204
1682,5,male,1,1,1024,1,10,42,14,29600,2236,991.0,10.295529,28706.646,3,30879.586,1.0,1.0,1,0,0,1,0,14.0,38.37995337995338,3.6200466200466224,13.104737531310974
1682,171,male,99,1,5326,1,10,37,14,25000,2300,992.0,10.126631,28706.646,3,30879.586,1.0,1.0,1,0,0,1,0,14.0,38.37995337995338,-1.3799533799533776,1.904271330844751
1682,174,male,1,1,1744,1,10,34,16,25000,2340,993.0,10.126631,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,-4.379953379953378,19.183991610565016
1684,3,male,2,1,6442,1,10,35,11,27000,2040,994.0,10.203592,28706.646,1,17138.35,1.0,1.0,1,1,0,0,0,11.0,38.37995337995338,-3.3799533799533776,11.42408485065826
1684,4,male,99,4,4515,1,10,32,12,24000,2352,995.0,10.085809,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-6.379953379953378,40.70380513037853
1684,173,male,3,1,4672,1,10,30,12,25000,2750,996.0,10.126631,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-8.379953379953378,70.22361865019204
1684,176,male,2,1,6475,1,10,37,17,38000,2838,997.0,10.5453415,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,-1.3799533799533776,1.904271330844751
1687,3,male,2,1,1109,1,10,30,13,20000,3780,998.0,9.903487,28706.646,3,25369.125,1.0,1.0,1,0,0,1,0,13.0,38.37995337995338,-8.379953379953378,70.22361865019204
1687,172,male,3,1,1804,1,10,41,14,32500,2392,999.0,10.388995,28706.646,3,30879.586,1.0,1.0,1,0,0,1,0,14.0,38.37995337995338,2.6200466200466224,6.86464429121773
1689,170,male,2,1,5493,1,10,43,12,27716,1970,1000.0,10.229765,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,4.620046620046622,21.34483077140422
1692,4,male,3,5,1860,1,10,43,12,22000,1500,1001.0,9.998797,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,4.620046620046622,21.34483077140422
1695,3,male,4,1,4126,1,10,44,8,17000,2024,1002.0,9.740969,28706.646,1,14200.359,1.0,1.0,1,1,0,0,0,8.0,38.37995337995338,5.620046620046622,31.584924011497463
1695,5,male,2,1,4693,1,10,43,12,28000,2030,1003.0,10.23996,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,4.620046620046622,21.34483077140422
1695,182,male,1,1,6075,1,10,31,12,37000,2102,1004.0,10.518673,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-7.379953379953378,54.46371189028528
1697,3,male,4,1,9246,1,10,42,10,17993,2120,1005.0,9.797738,28706.646,1,15501.527,1.0,1.0,1,1,0,0,0,10.0,38.37995337995338,3.6200466200466224,13.104737531310974
1697,4,male,3,1,194,1,10,39,10,31000,2305,1006.0,10.3417425,28706.646,1,15501.527,1.0,1.0,1,1,0,0,0,10.0,38.37995337995338,0.6200466200466224,0.3844578110312405
1697,172,male,4,1,2083,1,10,50,12,16500,1840,1007.0,9.711116,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,11.620046620046622,135.02548345205693
1697,176,male,3,4,1261,1,10,34,9,17754,1972,1008.0,9.784366,28706.646,1,15274.12,1.0,1.0,1,1,0,0,0,9.0,38.37995337995338,-4.379953379953378,19.183991610565016
1698,3,male,2,1,177,1,10,34,14,24050,3208,1009.0,10.087891,28706.646,3,30879.586,1.0,1.0,1,0,0,1,0,14.0,38.37995337995338,-4.379953379953378,19.183991610565016
1700,171,male,4,1,2188,1,10,42,12,16100,1744,1010.0,9.686575,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,3.6200466200466224,13.104737531310974
1700,172,male,3,1,1016,1,10,41,12,21000,1443,1011.0,9.952278,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,2.6200466200466224,6.86464429121773
1700,173,male,2,1,1361,1,10,44,16,50000,3000,1012.0,10.819778,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,5.620046620046622,31.584924011497463
1701,172,male,2,1,7417,1,10,30,12,37000,2392,1013.0,10.518673,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-8.379953379953378,70.22361865019204
1701,175,male,99,1,3126,1,10,46,12,30000,3120,1014.0,10.308952,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,7.620046620046622,58.06511049168395
1709,3,male,1,1,1593,1,10,33,12,39000,2600,1015.0,10.571317,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-5.379953379953378,28.94389837047177
1711,1,male,2,1,2807,1,10,46,12,38500,1960,1016.0,10.5584135,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,7.620046620046622,58.06511049168395
1717,3,male,99,2,7645,1,10,38,17,40150,1837,1017.0,10.600378,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,-0.37995337995337763,0.14436457093799576
1717,4,male,2,1,475,1,10,36,11,30000,3570,1018.0,10.308952,28706.646,1,17138.35,1.0,1.0,1,1,0,0,0,11.0,38.37995337995338,-2.3799533799533776,5.6641780907515065
1717,171,male,1,1,1235,1,10,36,11,14400,1600,1019.0,9.574984,28706.646,1,17138.35,1.0,1.0,1,1,0,0,0,11.0,38.37995337995338,-2.3799533799533776,5.6641780907515065
1720,4,male,3,1,3626,1,10,36,12,33000,2208,1020.0,10.404263,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-2.3799533799533776,5.6641780907515065
1722,5,male,3,1,7763,1,10,38,17,35000,3580,1021.0,10.463103,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,-0.37995337995337763,0.14436457093799576
1722,21,male,3,1,594,1,10,45,13,26500,2100,1022.0,10.1849,28706.646,3,25369.125,1.0,1.0,1,0,0,1,0,13.0,38.37995337995338,6.620046620046622,43.82501725159071
1722,172,male,4,1,473,1,10,44,12,17000,1920,1023.0,9.740969,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,5.620046620046622,31.584924011497463
1723,3,male,99,1,2980,1,10,32,12,25500,2460,1024.0,10.146434,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-6.379953379953378,40.70380513037853
1723,170,male,2,1,4855,1,10,37,12,43800,3120,1025.0,10.687389,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-1.3799533799533776,1.904271330844751
1726,170,male,4,1,3706,1,10,40,16,49000,2585,1026.0,10.799576,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,1.6200466200466224,2.6245510511244854
1730,170,male,99,1,288,1,10,43,17,19502,2080,1027.0,9.878272,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,4.620046620046622,21.34483077140422
1730,172,male,2,5,2084,1,10,39,14,19250,2500,1028.0,9.865267,28706.646,3,30879.586,1.0,1.0,1,0,0,1,0,14.0,38.37995337995338,0.6200466200466224,0.3844578110312405
1731,171,male,3,1,2392,1,10,32,12,32000,3000,1029.0,10.373491,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-6.379953379953378,40.70380513037853
1731,174,male,4,1,1901,1,10,32,14,30500,2408,1030.0,10.325482,28706.646,3,30879.586,1.0,1.0,1,0,0,1,0,14.0,38.37995337995338,-6.379953379953378,40.70380513037853
1733,21,male,1,1,6281,1,10,44,15,15000,2024,1031.0,9.615806,28706.646,3,35961.016,1.0,1.0,1,0,0,1,0,15.0,38.37995337995338,5.620046620046622,31.584924011497463
1736,21,male,98,1,1796,1,10,44,17,42000,1888,1032.0,10.645425,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,5.620046620046622,31.584924011497463
1739,1,male,2,1,2994,1,10,45,17,44000,1980,1033.0,10.691945,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,6.620046620046622,43.82501725159071
1740,3,male,3,1,7151,1,10,37,13,26000,1984,1034.0,10.165852,28706.646,3,25369.125,1.0,1.0,1,0,0,1,0,13.0,38.37995337995338,-1.3799533799533776,1.904271330844751
1740,4,male,99,2,7413,1,10,34,12,7340,2049,1035.0,8.901094,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-4.379953379953378,19.183991610565016
1741,1,male,99,1,1926,1,10,50,17,92056,2520,1036.0,11.430152,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,11.620046620046622,135.02548345205693
1756,3,male,99,1,4952,1,10,35,10,17000,1920,1037.0,9.740969,28706.646,1,15501.527,1.0,1.0,1,1,0,0,0,10.0,38.37995337995338,-3.3799533799533776,11.42408485065826
1756,170,male,2,1,9179,1,10,37,12,250,40,1038.0,5.521461,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-1.3799533799533776,1.904271330844751
1758,4,male,4,1,5623,1,10,33,10,31000,2041,1039.0,10.3417425,28706.646,1,15501.527,1.0,1.0,1,1,0,0,0,10.0,38.37995337995338,-5.379953379953378,28.94389837047177
1758,5,male,2,1,5065,1,10,32,12,31000,960,1040.0,10.3417425,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-6.379953379953378,40.70380513037853
1762,170,male,2,1,2830,1,10,36,12,8200,1467,1041.0,9.011889,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-2.3799533799533776,5.6641780907515065
1762,174,male,1,1,2435,1,10,38,12,29707,2250,1042.0,10.299138,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-0.37995337995337763,0.14436457093799576
1762,176,male,2,1,4104,1,10,34,12,22350,2144,1043.0,10.014582,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-4.379953379953378,19.183991610565016
1762,177,male,99,9,2439,3,50,48,17,24500,2652,1044.0,10.106428,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,9.620046620046622,92.54529697187044
1763,4,male,4,4,5888,1,10,47,12,52000,2350,1045.0,10.858999,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,8.620046620046622,74.3052037317772
1763,5,male,2,1,1769,1,10,40,13,22800,1927,1046.0,10.034515,28706.646,3,25369.125,1.0,1.0,1,0,0,1,0,13.0,38.37995337995338,1.6200466200466224,2.6245510511244854
1767,170,male,2,1,3233,1,10,39,12,38000,2520,1047.0,10.5453415,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,0.6200466200466224,0.3844578110312405
1775,1,male,4,1,3995,1,10,50,16,82000,2414,1048.0,11.314474,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,11.620046620046622,135.02548345205693
1775,170,male,2,1,6566,1,10,49,17,62664,2400,1049.0,11.045543,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,10.620046620046622,112.78539021196369
1775,175,male,3,1,5893,1,10,32,16,45123,2245,1050.0,10.717148,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,-6.379953379953378,40.70380513037853
1775,180,male,1,1,7240,1,10,31,14,32600,2092,1051.0,10.392068,28706.646,3,30879.586,1.0,1.0,1,0,0,1,0,14.0,38.37995337995338,-7.379953379953378,54.46371189028528
1776,4,male,99,1,7598,1,10,33,12,34000,2750,1052.0,10.434115,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-5.379953379953378,28.94389837047177
1776,170,male,1,1,4987,1,10,48,14,33000,1920,1053.0,10.404263,28706.646,3,30879.586,1.0,1.0,1,0,0,1,0,14.0,38.37995337995338,9.620046620046622,92.54529697187044
1780,1,male,1,1,2087,1,10,44,16,19000,1200,1054.0,9.852194,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,5.620046620046622,31.584924011497463
1782,171,male,1,1,5563,1,10,43,12,31000,2576,1055.0,10.3417425,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,4.620046620046622,21.34483077140422
1783,1,male,1,1,640,1,10,46,17,42310,2140,1056.0,10.652779,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,7.620046620046622,58.06511049168395
1784,21,male,3,1,3457,1,10,42,17,500000,2640,1057.0,13.122363,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,3.6200466200466224,13.104737531310974
1786,4,male,5,1,5579,1,10,45,12,17000,3120,1058.0,9.740969,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,6.620046620046622,43.82501725159071
1786,5,male,2,4,8784,1,10,39,12,10000,2110,1059.0,9.2103405,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,0.6200466200466224,0.3844578110312405
1786,9,male,1,4,6713,1,10,30,10,20000,2500,1060.0,9.903487,28706.646,1,15501.527,1.0,1.0,1,1,0,0,0,10.0,38.37995337995338,-8.379953379953378,70.22361865019204
1786,21,male,3,1,5534,1,10,42,11,19000,1960,1061.0,9.852194,28706.646,1,17138.35,1.0,1.0,1,1,0,0,0,11.0,38.37995337995338,3.6200466200466224,13.104737531310974
1786,175,male,2,1,3964,1,10,37,12,6430,2860,1062.0,8.76873,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-1.3799533799533776,1.904271330844751
1786,185,male,1,1,5397,1,10,46,12,56000,2612,1063.0,10.933107,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,7.620046620046622,58.06511049168395
1787,1,male,4,1,7714,1,10,50,11,15450,3900,1064.0,9.645364,28706.646,1,17138.35,1.0,1.0,1,1,0,0,0,11.0,38.37995337995338,11.620046620046622,135.02548345205693
1787,3,male,3,1,5692,1,10,30,12,17000,2250,1065.0,9.740969,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-8.379953379953378,70.22361865019204
1792,3,male,3,5,1214,1,10,31,12,23000,1974,1066.0,10.043249,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-7.379953379953378,54.46371189028528
1794,1,male,3,1,3094,1,10,46,16,3000,192,1067.0,8.006368,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,7.620046620046622,58.06511049168395
1795,3,male,2,1,7920,1,10,38,17,30000,1696,1068.0,10.308952,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,-0.37995337995337763,0.14436457093799576
1795,171,male,2,4,7218,1,10,30,14,25100,2821,1069.0,10.130623,28706.646,3,30879.586,1.0,1.0,1,0,0,1,0,14.0,38.37995337995338,-8.379953379953378,70.22361865019204
1797,3,male,3,1,1556,1,10,31,14,16000,1716,1070.0,9.680344,28706.646,3,30879.586,1.0,1.0,1,0,0,1,0,14.0,38.37995337995338,-7.379953379953378,54.46371189028528
1798,3,male,3,1,8716,1,10,41,12,11800,1892,1071.0,9.3758545,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,2.6200466200466224,6.86464429121773
1798,5,male,1,1,1282,1,10,37,12,21500,2020,1072.0,9.975808,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-1.3799533799533776,1.904271330844751
1798,179,male,2,1,1427,1,10,47,11,13260,2520,1073.0,9.492507,28706.646,1,17138.35,1.0,1.0,1,1,0,0,0,11.0,38.37995337995338,8.620046620046622,74.3052037317772
1799,5,male,4,1,6911,1,10,32,12,23000,1912,1074.0,10.043249,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-6.379953379953378,40.70380513037853
1802,3,male,4,4,12,1,10,31,12,22000,1880,1075.0,9.998797,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-7.379953379953378,54.46371189028528
1803,175,male,1,1,2825,1,10,37,12,14000,3040,1076.0,9.546813,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-1.3799533799533776,1.904271330844751
1805,4,male,3,1,217,1,10,42,15,32700,1896,1077.0,10.39513,28706.646,3,35961.016,1.0,1.0,1,0,0,1,0,15.0,38.37995337995338,3.6200466200466224,13.104737531310974
1805,5,male,99,1,1347,1,10,37,12,56000,2178,1078.0,10.933107,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-1.3799533799533776,1.904271330844751
1807,4,male,99,2,2199,3,30,38,14,41574,2600,1079.0,10.63523,28706.646,3,30879.586,1.0,1.0,1,0,0,1,0,14.0,38.37995337995338,-0.37995337995337763,0.14436457093799576
1807,5,male,4,1,2200,1,10,36,13,54000,2900,1080.0,10.896739,28706.646,3,25369.125,1.0,1.0,1,0,0,1,0,13.0,38.37995337995338,-2.3799533799533776,5.6641780907515065
1807,171,male,3,1,1165,1,10,40,16,33000,1988,1081.0,10.404263,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,1.6200466200466224,2.6245510511244854
1810,178,male,1,1,6686,1,10,39,12,28568,2250,1082.0,10.260042,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,0.6200466200466224,0.3844578110312405
1813,170,male,2,1,5641,1,10,37,12,36000,1934,1083.0,10.491274,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-1.3799533799533776,1.904271330844751
1817,172,male,1,1,290,1,10,46,15,59000,2160,1084.0,10.985292,28706.646,3,35961.016,1.0,1.0,1,0,0,1,0,15.0,38.37995337995338,7.620046620046622,58.06511049168395
1821,170,male,2,1,1398,1,10,34,16,40000,3160,1085.0,10.596635,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,-4.379953379953378,19.183991610565016
1823,3,male,3,1,6128,1,10,46,7,0,0,1086.0,,28706.646,1,15295.629,0.0,0.0,0,1,0,0,0,0.0,38.37995337995338,7.620046620046622,58.06511049168395
1823,179,male,99,2,6128,72,74,31,9,0,0,1087.0,,28706.646,1,15274.12,0.0,0.0,0,1,0,0,0,0.0,38.37995337995338,-7.379953379953378,54.46371189028528
1824,1,male,2,1,6003,1,10,46,16,45800,2530,1088.0,10.732039,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,7.620046620046622,58.06511049168395
